TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,ContinentId,RegionId,CountryId,UserCityId,CityName,CityCountryId,Continent,Region,Country,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionType,AttractionCity,Season,MonthsSinceFirstVisit
6225,2858,2022,7,Friends,133,5,3,10,40,78,Budapest,40,North America,Central America,Panama,70,14,Suva Cascades,"197 Main Road, Suva",Waterfalls,Suva,Summer,31
6226,2132,2022,3,Business,237,4,1,3,15,32,Santo Domingo,15,Asia,East Asia,Taiwan,103,7,Panama City Mount,"305 Main Road, Panama City",Volcanos,Panama City,Spring,27
6227,2376,2022,2,Business,52,5,6,17,63,126,Addis Ababa,63,Oceania,Australia And New Zealand,Australia,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Winter,26
6228,2230,2023,8,Couples,326,5,1,2,11,23,Lahore,11,Asia,South Asia,Pakistan,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,44
6229,724,2023,10,Friends,25,4,5,13,53,101,Barcelona,53,Africa,East Africa,Ethiopia,62,11,Kuala Lumpur Monument,"375 Main Road, Kuala Lumpur",Points Of Interest & Landmarks,Kuala Lumpur,Autumn,46
6230,469,2024,6,Couples,50,5,3,10,41,80,Vancouver,41,North America,Central America,Guatemala,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Summer,54
6231,1200,2020,1,Couples,348,5,5,14,55,107,Istanbul,55,Africa,West Africa,Ghana,129,3,Cape Town Heritage Centre,"319 Main Road, Cape Town",History Museums,Cape Town,Winter,1
6232,2471,2024,10,Couples,264,3,1,1,3,7,Athens,3,Asia,South East Asia,Singapore,33,5,Singapore Nature Park,"311 Main Road, Singapore",Nature & Wildlife Areas,Singapore,Autumn,58
6233,937,2024,9,Family,267,5,5,16,60,119,Santo Domingo,60,Africa,North Africa,Egypt,2,4,Lyon Temple,"317 Main Road, Lyon",Religious Sites,Lyon,Autumn,57
6234,36,2024,12,Family,46,4,6,18,66,132,Los Angeles,66,Oceania,Melanesia,Papua New Guinea,15,8,Nairobi Caves,"309 Main Road, Nairobi",Caverns & Caves,Nairobi,Winter,60
6235,1931,2023,9,Family,8,5,4,12,49,97,Shanghai,49,South America,South America,Colombia,63,12,Rome Old Town,"39 Main Road, Rome",Neighborhoods,Rome,Autumn,45
6236,669,2024,1,Friends,74,4,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,36,10,Gaborone National Park,"331 Main Road, Gaborone",National Parks,Gaborone,Winter,49
6237,1576,2022,5,Family,209,4,2,6,24,47,Auckland,24,Europe,Southern Europe,Italy,133,1,Taipei Beach,"29 Main Road, Taipei",Beaches,Taipei,Spring,29
6238,59,2021,7,Family,31,3,1,1,6,14,Barcelona,6,Asia,South East Asia,Philippines,65,5,Kingston Wildlife Reserve,"44 Main Road, Kingston",Nature & Wildlife Areas,Kingston,Summer,19
6239,1475,2022,10,Family,118,5,1,4,17,35,Bandung,17,Asia,Western Asia,Saudi Arabia,15,9,Nairobi Wellness Retreat,"253 Main Road, Nairobi",Spas,Nairobi,Autumn,34
6240,1099,2022,9,Couples,131,5,1,4,19,37,Stockholm,19,Asia,Western Asia,Turkey,24,1,Phuket Bay,"186 Main Road, Phuket",Beaches,Phuket,Autumn,33
6241,2628,2023,9,Family,326,3,1,4,17,34,Toronto,17,Asia,Western Asia,Saudi Arabia,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Autumn,45
6242,2147,2024,3,Business,277,4,1,3,12,26,Osaka,12,Asia,East Asia,China,45,4,Los Angeles Cathedral,"2 Main Road, Los Angeles",Religious Sites,Los Angeles,Spring,51
6243,141,2023,1,Business,143,5,2,6,26,52,Manila,26,Europe,Southern Europe,Greece,130,9,Rio de Janeiro Wellness Retreat,"153 Main Road, Rio de Janeiro",Spas,Rio De Janeiro,Winter,37
6244,2345,2020,10,Family,172,4,4,12,46,91,Paris,46,South America,South America,Argentina,14,7,Barcelona Volcano,"50 Main Road, Barcelona",Volcanos,Barcelona,Autumn,10
6245,2353,2023,1,Business,50,3,1,1,3,6,Penang,3,Asia,South East Asia,Singapore,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Winter,37
6246,1942,2023,8,Couples,326,5,5,14,56,111,Phuket,56,Africa,West Africa,Senegal,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,44
6247,2799,2024,11,Business,229,5,1,1,5,12,Tel Aviv,5,Asia,South East Asia,Vietnam,123,1,Gaborone Bay,"188 Main Road, Gaborone",Beaches,Gaborone,Autumn,59
6248,2408,2021,7,Couples,320,5,3,10,41,82,Chennai,41,North America,Central America,Guatemala,9,1,Brussels Shore,"45 Main Road, Brussels",Beaches,Brussels,Summer,19
6249,669,2024,3,Business,268,5,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,38,10,Melbourne National Park,"222 Main Road, Melbourne",National Parks,Melbourne,Spring,51
6250,1061,2022,11,Friends,250,4,5,15,59,116,Port Moresby,59,Africa,Southern Africa,Namibia,94,11,Athens Monument,"123 Main Road, Athens",Points Of Interest & Landmarks,Athens,Autumn,35
6251,985,2021,9,Family,178,4,2,6,24,46,Taipei,24,Europe,Southern Europe,Italy,85,12,Santiago Quarter,"22 Main Road, Santiago",Neighborhoods,Santiago,Autumn,21
6252,1463,2023,4,Friends,181,5,2,7,29,56,Dhaka,29,Europe,Northern Europe,Sweden,21,7,Havana Crater,"37 Main Road, Havana",Volcanos,Havana,Spring,40
6253,2861,2024,10,Family,130,4,1,1,3,6,Penang,3,Asia,South East Asia,Singapore,12,3,Tel Aviv Museum,"226 Main Road, Tel Aviv",History Museums,Tel Aviv,Autumn,58
6254,1795,2020,12,Business,264,4,5,13,53,103,Panama City,53,Africa,East Africa,Ethiopia,33,5,Singapore Nature Park,"311 Main Road, Singapore",Nature & Wildlife Areas,Singapore,Winter,12
6255,904,2021,11,Friends,272,4,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,1,6,Dar es Salaam Splash World,"270 Main Road, Dar es Salaam",Water Parks,Dar Es Salaam,Autumn,23
6256,2845,2023,6,Friends,63,5,1,1,2,5,Sydney,2,Asia,South East Asia,Malaysia,74,7,Seoul Crater,"371 Main Road, Seoul",Volcanos,Seoul,Summer,42
6257,2068,2022,1,Friends,304,4,3,10,41,80,Vancouver,41,North America,Central America,Guatemala,28,1,Riyadh Shore,"97 Main Road, Riyadh",Beaches,Riyadh,Winter,25
6258,760,2024,1,Friends,179,4,4,12,45,89,Lyon,45,South America,South America,Brazil,90,2,Surabaya Temple Ruins,"17 Main Road, Surabaya",Ancient Ruins,Surabaya,Winter,49
6259,2721,2024,5,Friends,253,4,1,1,5,11,Lisbon,5,Asia,South East Asia,Vietnam,128,8,Tokyo Grotto,"392 Main Road, Tokyo",Caverns & Caves,Tokyo,Spring,53
6260,972,2020,3,Family,173,5,5,16,61,122,Bandung,61,Africa,North Africa,Morocco,100,11,London Landmark,"298 Main Road, London",Points Of Interest & Landmarks,London,Spring,3
6261,1497,2021,12,Business,206,4,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,114,13,Cairo Street Market,"208 Main Road, Cairo",Flea & Street Markets,Cairo,Winter,24
6262,1381,2020,11,Solo,278,2,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,37,15,Stockholm Opera House,"271 Main Road, Stockholm",Ballets,Stockholm,Autumn,11
6263,2778,2021,11,Friends,52,4,5,14,56,111,Phuket,56,Africa,West Africa,Senegal,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Autumn,23
6264,760,2020,6,Friends,295,5,4,12,45,89,Lyon,45,South America,South America,Brazil,68,6,New York Aqua Park,"8 Main Road, New York",Water Parks,New York,Summer,6
6265,951,2024,7,Family,107,5,5,15,58,115,Riyadh,58,Africa,Southern Africa,Botswana,29,13,Port Moresby Street Market,"154 Main Road, Port Moresby",Flea & Street Markets,Port Moresby,Summer,55
6266,1931,2024,8,Business,201,3,4,12,49,97,Shanghai,49,South America,South America,Colombia,43,10,Rio de Janeiro National Park,"315 Main Road, Rio de Janeiro",National Parks,Rio De Janeiro,Summer,56
6267,2650,2023,9,Business,227,4,1,4,17,34,Toronto,17,Asia,Western Asia,Saudi Arabia,31,8,Mumbai Grotto,"157 Main Road, Mumbai",Caverns & Caves,Mumbai,Autumn,45
6268,378,2022,9,Couples,326,5,3,10,41,81,Colombo,41,North America,Central America,Guatemala,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Autumn,33
6269,669,2023,7,Solo,35,4,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,54,10,Sao Paulo Conservation Area,"92 Main Road, Sao Paulo",National Parks,Sao Paulo,Summer,43
6270,2858,2022,12,Family,153,4,3,10,40,78,Budapest,40,North America,Central America,Panama,46,7,Taipei Mount,"183 Main Road, Taipei",Volcanos,Taipei,Winter,36
6271,2307,2024,7,Family,87,5,1,2,8,16,Panama City,8,Asia,South Asia,Sri Lanka,32,9,Santo Domingo Hot Springs,"114 Main Road, Santo Domingo",Spas,Santo Domingo,Summer,55
6272,978,2022,5,Friends,150,5,1,3,13,27,Cairo,13,Asia,East Asia,Japan,45,2,Los Angeles Ancient City,"235 Main Road, Los Angeles",Ancient Ruins,Los Angeles,Spring,29
6274,1344,2023,9,Solo,144,5,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,91,2,Paris Temple Ruins,"221 Main Road, Paris",Ancient Ruins,Paris,Autumn,45
6275,1979,2022,9,Business,227,4,1,4,19,37,Stockholm,19,Asia,Western Asia,Turkey,31,8,Mumbai Grotto,"157 Main Road, Mumbai",Caverns & Caves,Mumbai,Autumn,33
6276,1649,2023,6,Solo,280,3,1,1,3,7,Athens,3,Asia,South East Asia,Singapore,91,11,Paris Landmark,"268 Main Road, Paris",Points Of Interest & Landmarks,Paris,Summer,42
6277,2304,2023,11,Couples,197,4,3,11,43,86,Windhoek,43,North America,Caribbean,Cuba,119,5,Santo Domingo Nature Park,"190 Main Road, Santo Domingo",Nature & Wildlife Areas,Santo Domingo,Autumn,47
6278,180,2024,6,Couples,237,5,2,5,21,42,Cape Town,21,Europe,Western Europe,Germany,103,7,Panama City Mount,"305 Main Road, Panama City",Volcanos,Panama City,Summer,54
6280,188,2021,3,Friends,267,5,6,17,64,129,Cape Town,64,Oceania,Australia And New Zealand,New Zealand,2,4,Lyon Temple,"317 Main Road, Lyon",Religious Sites,Lyon,Spring,15
6281,2631,2021,8,Couples,326,5,5,13,53,102,Nairobi,53,Africa,East Africa,Ethiopia,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,20
6282,166,2024,9,Family,289,4,4,12,49,97,Shanghai,49,South America,South America,Colombia,104,12,Oslo Quarter,"55 Main Road, Oslo",Neighborhoods,Oslo,Autumn,57
6283,421,2024,2,Family,143,4,5,16,61,123,Gaborone,61,Africa,North Africa,Morocco,130,9,Rio de Janeiro Wellness Retreat,"153 Main Road, Rio de Janeiro",Spas,Rio De Janeiro,Winter,50
6284,608,2021,4,Family,135,5,3,9,38,73,Manchester,38,North America,Northern America,Mexico,117,13,Dakar Street Market,"47 Main Road, Dakar",Flea & Street Markets,Dakar,Spring,16
6285,671,2022,11,Couples,52,3,5,16,61,121,Toronto,61,Africa,North Africa,Morocco,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Autumn,35
6286,1120,2023,9,Couples,143,5,2,6,27,54,Sao Paulo,27,Europe,Southern Europe,Portugal,130,9,Rio de Janeiro Wellness Retreat,"153 Main Road, Rio de Janeiro",Spas,Rio De Janeiro,Autumn,45
6287,1913,2020,7,Business,88,4,1,2,8,18,Jakarta,8,Asia,South Asia,Sri Lanka,45,9,Los Angeles Thermal Spa,"47 Main Road, Los Angeles",Spas,Los Angeles,Summer,7
6288,2672,2022,11,Solo,238,4,2,6,27,54,Sao Paulo,27,Europe,Southern Europe,Portugal,28,10,Riyadh Conservation Area,"147 Main Road, Riyadh",National Parks,Riyadh,Autumn,35
6289,1518,2020,6,Family,55,5,2,8,35,69,Bangkok,35,Europe,Eastern Europe,Romania,90,5,Surabaya Nature Park,"200 Main Road, Surabaya",Nature & Wildlife Areas,Surabaya,Summer,6
6290,1533,2021,6,Business,3,3,1,2,9,19,Lagos,9,Asia,South Asia,Nepal,116,15,Port Moresby Ballet Theatre,"48 Main Road, Port Moresby",Ballets,Port Moresby,Summer,18
6291,924,2022,7,Friends,303,4,3,9,38,74,Seoul,38,North America,Northern America,Mexico,18,4,Jakarta Mosque,"261 Main Road, Jakarta",Religious Sites,Jakarta,Summer,31
6292,2396,2023,8,Family,248,4,1,2,9,19,Lagos,9,Asia,South Asia,Nepal,77,1,Lima Bay,"77 Main Road, Lima",Beaches,Lima,Summer,44
6293,361,2024,1,Business,66,4,6,17,64,128,Tokyo,64,Oceania,Australia And New Zealand,New Zealand,101,5,Barcelona Nature Park,"115 Main Road, Barcelona",Nature & Wildlife Areas,Barcelona,Winter,49
6294,865,2020,6,Family,293,5,2,6,25,49,Kathmandu,25,Europe,Southern Europe,Spain,34,4,Toronto Cathedral,"54 Main Road, Toronto",Religious Sites,Toronto,Summer,6
6295,318,2023,2,Business,302,3,2,7,31,62,Kuala Lumpur,31,Europe,Northern Europe,Denmark,9,5,Brussels Sanctuary,"297 Main Road, Brussels",Nature & Wildlife Areas,Brussels,Winter,38
6296,669,2024,3,Solo,104,2,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,112,10,Chicago Reserve,"311 Main Road, Chicago",National Parks,Chicago,Spring,51
6297,1714,2022,7,Couples,149,5,5,16,61,121,Toronto,61,Africa,North Africa,Morocco,61,5,Kampala Sanctuary,"255 Main Road, Kampala",Nature & Wildlife Areas,Kampala,Summer,31
6298,415,2024,1,Friends,101,4,3,11,42,83,Bogota,42,North America,Caribbean,Jamaica,51,11,Warsaw Bridge,"337 Main Road, Warsaw",Points Of Interest & Landmarks,Warsaw,Winter,49
6300,2458,2020,6,Friends,126,2,1,3,15,32,Santo Domingo,15,Asia,East Asia,Taiwan,37,7,Stockholm Crater,"313 Main Road, Stockholm",Volcanos,Stockholm,Summer,6
6301,389,2022,9,Couples,209,4,1,2,10,21,Havana,10,Asia,South Asia,Bangladesh,133,1,Taipei Beach,"29 Main Road, Taipei",Beaches,Taipei,Autumn,33
6302,1774,2020,11,Solo,254,4,4,12,46,93,Penang,46,South America,South America,Argentina,122,13,Bandung Street Market,"191 Main Road, Bandung",Flea & Street Markets,Bandung,Autumn,11
6303,985,2023,8,Family,52,4,2,6,24,46,Taipei,24,Europe,Southern Europe,Italy,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Summer,44
6304,2683,2021,5,Business,176,3,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,49,1,Kathmandu Beach,"109 Main Road, Kathmandu",Beaches,Kathmandu,Spring,17
6305,2091,2022,5,Couples,320,5,2,6,25,49,Kathmandu,25,Europe,Southern Europe,Spain,9,1,Brussels Shore,"45 Main Road, Brussels",Beaches,Brussels,Spring,29
6306,190,2022,9,Friends,326,4,1,4,19,37,Stockholm,19,Asia,Western Asia,Turkey,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Autumn,33
6307,2681,2020,3,Business,39,4,1,1,2,4,Paris,2,Asia,South East Asia,Malaysia,72,4,Accra Mosque,"117 Main Road, Accra",Religious Sites,Accra,Spring,3
6308,1154,2020,11,Family,254,5,1,3,14,29,Port Moresby,14,Asia,East Asia,South Korea,122,13,Bandung Street Market,"191 Main Road, Bandung",Flea & Street Markets,Bandung,Autumn,11
6309,855,2023,3,Friends,326,4,6,18,65,130,Rio De Janeiro,65,Oceania,Melanesia,Fiji,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Spring,39
6310,1973,2022,2,Family,231,5,6,18,66,132,Los Angeles,66,Oceania,Melanesia,Papua New Guinea,98,4,Lisbon Shrine,"18 Main Road, Lisbon",Religious Sites,Lisbon,Winter,26
6311,2134,2022,3,Friends,139,4,1,2,9,20,Istanbul,9,Asia,South Asia,Nepal,115,12,Riyadh District,"305 Main Road, Riyadh",Neighborhoods,Riyadh,Spring,27
6312,874,2022,1,Family,150,5,3,9,36,71,Delhi,36,North America,Northern America,United States,45,2,Los Angeles Ancient City,"235 Main Road, Los Angeles",Ancient Ruins,Los Angeles,Winter,25
6313,985,2023,5,Couples,309,3,2,6,24,46,Taipei,24,Europe,Southern Europe,Italy,97,13,Shanghai Street Market,"397 Main Road, Shanghai",Flea & Street Markets,Shanghai,Spring,41
6314,519,2023,12,Business,239,3,1,1,3,6,Penang,3,Asia,South East Asia,Singapore,86,12,Windhoek District,"136 Main Road, Windhoek",Neighborhoods,Windhoek,Winter,48
6315,1738,2020,9,Family,266,3,2,8,34,67,Mexico City,34,Europe,Eastern Europe,Hungary,99,13,Tel Aviv Night Market,"391 Main Road, Tel Aviv",Flea & Street Markets,Tel Aviv,Autumn,9
6316,2873,2023,12,Friends,311,3,5,13,51,99,Tel Aviv,51,Africa,East Africa,Tanzania,51,11,Warsaw Monument,"315 Main Road, Warsaw",Points Of Interest & Landmarks,Warsaw,Winter,48
6317,1156,2023,7,Solo,149,5,1,1,4,9,Brussels,4,Asia,South East Asia,Thailand,61,5,Kampala Sanctuary,"255 Main Road, Kampala",Nature & Wildlife Areas,Kampala,Summer,43
6318,2994,2020,12,Friends,49,3,1,2,11,23,Lahore,11,Asia,South Asia,Pakistan,19,6,Lagos Water Park,"374 Main Road, Lagos",Water Parks,Lagos,Winter,12
6319,596,2023,10,Friends,45,4,4,12,46,92,Sydney,46,South America,South America,Argentina,23,4,Lahore Temple,"208 Main Road, Lahore",Religious Sites,Lahore,Autumn,46
6320,2376,2021,11,Friends,158,5,6,17,63,126,Addis Ababa,63,Oceania,Australia And New Zealand,Australia,113,12,Osaka Old Town,"43 Main Road, Osaka",Neighborhoods,Osaka,Autumn,23
6321,2793,2024,11,Business,177,4,1,3,13,27,Cairo,13,Asia,East Asia,Japan,110,2,Lahore Ancient City,"392 Main Road, Lahore",Ancient Ruins,Lahore,Autumn,59
6322,2029,2023,11,Couples,306,5,1,1,2,3,Surabaya,2,Asia,South East Asia,Malaysia,105,6,Jakarta Water Park,"114 Main Road, Jakarta",Water Parks,Jakarta,Autumn,47
6323,356,2021,10,Friends,42,5,1,1,2,4,Paris,2,Asia,South East Asia,Malaysia,127,8,Tunis Caves,"174 Main Road, Tunis",Caverns & Caves,Tunis,Autumn,22
6324,926,2023,10,Family,22,4,3,11,43,85,Santiago,43,North America,Caribbean,Cuba,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Autumn,46
6325,278,2021,9,Friends,255,5,5,13,50,98,Lisbon,50,Africa,East Africa,Kenya,86,15,Windhoek Ballet Theatre,"361 Main Road, Windhoek",Ballets,Windhoek,Autumn,21
6326,1760,2021,6,Friends,332,4,1,3,12,25,Chicago,12,Asia,East Asia,China,106,6,Lagos Splash World,"132 Main Road, Lagos",Water Parks,Lagos,Summer,18
6327,2994,2022,5,Business,323,3,1,2,11,23,Lahore,11,Asia,South Asia,Pakistan,36,15,Gaborone Ballet Theatre,"158 Main Road, Gaborone",Ballets,Gaborone,Spring,29
6328,1038,2022,3,Business,78,5,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,130,5,Rio de Janeiro Wildlife Reserve,"150 Main Road, Rio de Janeiro",Nature & Wildlife Areas,Rio De Janeiro,Spring,27
6329,547,2023,5,Business,327,4,2,7,29,57,Copenhagen,29,Europe,Northern Europe,Sweden,84,5,Madrid Wildlife Reserve,"133 Main Road, Madrid",Nature & Wildlife Areas,Madrid,Spring,41
6331,1669,2024,8,Family,279,5,3,9,36,70,Suva,36,North America,Northern America,United States,15,8,Nairobi Grotto,"161 Main Road, Nairobi",Caverns & Caves,Nairobi,Summer,56
6332,1663,2023,2,Family,96,4,1,4,18,36,Gaborone,18,Asia,Western Asia,Israel,109,4,Buenos Aires Mosque,"228 Main Road, Buenos Aires",Religious Sites,Buenos Aires,Winter,38
6333,688,2020,2,Friends,118,4,2,8,33,66,Johannesburg,33,Europe,Eastern Europe,Czech Republic,15,9,Nairobi Wellness Retreat,"253 Main Road, Nairobi",Spas,Nairobi,Winter,2
6334,2233,2023,5,Family,113,3,2,8,35,69,Bangkok,35,Europe,Eastern Europe,Romania,35,3,Bandung Museum,"119 Main Road, Bandung",History Museums,Bandung,Spring,41
6335,285,2023,12,Family,56,5,2,7,29,58,Bucharest,29,Europe,Northern Europe,Sweden,93,7,Penang Mount,"6 Main Road, Penang",Volcanos,Penang,Winter,48
6336,1814,2024,7,Family,178,5,3,10,40,79,Bengaluru,40,North America,Central America,Panama,85,12,Santiago Quarter,"22 Main Road, Santiago",Neighborhoods,Santiago,Summer,55
6338,418,2021,4,Couples,202,5,2,8,35,69,Bangkok,35,Europe,Eastern Europe,Romania,2,6,Lyon Water Park,"173 Main Road, Lyon",Water Parks,Lyon,Spring,16
6339,1844,2024,11,Family,52,4,1,3,14,28,Riyadh,14,Asia,East Asia,South Korea,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Autumn,59
6340,1974,2022,11,Friends,50,4,5,14,56,111,Phuket,56,Africa,West Africa,Senegal,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Autumn,35
6341,1230,2022,11,Business,304,2,2,6,25,50,Guatemala City,25,Europe,Southern Europe,Spain,28,1,Riyadh Shore,"97 Main Road, Riyadh",Beaches,Riyadh,Autumn,35
6342,2383,2021,12,Friends,306,5,3,11,44,88,Dar Es Salaam,44,North America,Caribbean,Dominican Republic,105,6,Jakarta Water Park,"114 Main Road, Jakarta",Water Parks,Jakarta,Winter,24
6343,1475,2023,2,Couples,238,5,1,4,17,35,Bandung,17,Asia,Western Asia,Saudi Arabia,28,10,Riyadh Conservation Area,"147 Main Road, Riyadh",National Parks,Riyadh,Winter,38
6345,2861,2022,11,Couples,326,5,1,1,3,6,Penang,3,Asia,South East Asia,Singapore,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Autumn,35
6346,2856,2023,4,Family,280,4,2,7,31,62,Kuala Lumpur,31,Europe,Northern Europe,Denmark,91,11,Paris Landmark,"268 Main Road, Paris",Points Of Interest & Landmarks,Paris,Spring,40
6347,313,2020,6,Business,326,5,1,2,9,19,Lagos,9,Asia,South Asia,Nepal,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,6
6348,2858,2021,1,Family,288,2,3,10,40,78,Budapest,40,North America,Central America,Panama,24,9,Phuket Thermal Spa,"119 Main Road, Phuket",Spas,Phuket,Winter,13
6349,2304,2023,5,Family,72,3,3,11,43,86,Windhoek,43,North America,Caribbean,Cuba,82,12,Chennai Quarter,"187 Main Road, Chennai",Neighborhoods,Chennai,Spring,41
6350,349,2024,8,Friends,56,4,1,1,5,10,Shanghai,5,Asia,South East Asia,Vietnam,93,7,Penang Mount,"6 Main Road, Penang",Volcanos,Penang,Summer,56
6351,1509,2023,6,Family,222,5,3,10,39,76,Milan,39,North America,Central America,Costa Rica,101,11,Barcelona Bridge,"210 Main Road, Barcelona",Points Of Interest & Landmarks,Barcelona,Summer,42
6352,135,2023,8,Family,143,5,2,6,26,51,Warsaw,26,Europe,Southern Europe,Greece,130,9,Rio de Janeiro Wellness Retreat,"153 Main Road, Rio de Janeiro",Spas,Rio De Janeiro,Summer,44
6353,1725,2023,10,Friends,111,5,1,1,1,2,Lyon,1,Asia,South East Asia,Indonesia,117,6,Dakar Aqua Park,"147 Main Road, Dakar",Water Parks,Dakar,Autumn,46
6354,2813,2023,7,Friends,306,5,5,16,62,124,Stockholm,62,Africa,North Africa,Tunisia,105,6,Jakarta Water Park,"114 Main Road, Jakarta",Water Parks,Jakarta,Summer,43
6355,1023,2024,1,Couples,178,5,5,13,50,98,Lisbon,50,Africa,East Africa,Kenya,85,12,Santiago Quarter,"22 Main Road, Santiago",Neighborhoods,Santiago,Winter,49
6356,1475,2021,9,Business,178,4,1,4,17,35,Bandung,17,Asia,Western Asia,Saudi Arabia,85,12,Santiago Quarter,"22 Main Road, Santiago",Neighborhoods,Santiago,Autumn,21
6357,680,2024,3,Family,124,5,4,12,47,94,Athens,47,South America,South America,Peru,99,8,Tel Aviv Grotto,"55 Main Road, Tel Aviv",Caverns & Caves,Tel Aviv,Spring,51
6358,1568,2022,1,Friends,76,5,3,11,44,87,Hanoi,44,North America,Caribbean,Dominican Republic,119,6,Santo Domingo Splash World,"242 Main Road, Santo Domingo",Water Parks,Santo Domingo,Winter,25
6359,2404,2024,11,Business,350,3,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,71,8,Delhi Cavern,"127 Main Road, Delhi",Caverns & Caves,Delhi,Autumn,59
6360,669,2022,11,Family,74,4,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,36,10,Gaborone National Park,"331 Main Road, Gaborone",National Parks,Gaborone,Autumn,35
6361,1618,2022,8,Couples,322,4,5,16,60,119,Santo Domingo,60,Africa,North Africa,Egypt,18,14,Jakarta Cascades,"83 Main Road, Jakarta",Waterfalls,Jakarta,Summer,32
6362,985,2024,1,Family,52,4,2,6,24,46,Taipei,24,Europe,Southern Europe,Italy,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Winter,49
6363,2230,2022,5,Family,289,5,1,2,11,23,Lahore,11,Asia,South Asia,Pakistan,104,12,Oslo Quarter,"55 Main Road, Oslo",Neighborhoods,Oslo,Spring,29
6364,2074,2022,7,Couples,174,2,5,14,55,107,Istanbul,55,Africa,West Africa,Ghana,14,9,Barcelona Hot Springs,"340 Main Road, Barcelona",Spas,Barcelona,Summer,31
6365,2063,2023,11,Family,143,5,5,14,55,108,Havana,55,Africa,West Africa,Ghana,130,9,Rio de Janeiro Wellness Retreat,"153 Main Road, Rio de Janeiro",Spas,Rio De Janeiro,Autumn,47
6366,1049,2023,6,Business,306,5,1,1,5,10,Shanghai,5,Asia,South East Asia,Vietnam,105,6,Jakarta Water Park,"114 Main Road, Jakarta",Water Parks,Jakarta,Summer,42
6367,1756,2021,5,Friends,22,5,3,10,41,80,Vancouver,41,North America,Central America,Guatemala,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Spring,17
6369,2003,2023,4,Business,52,4,3,10,39,76,Milan,39,North America,Central America,Costa Rica,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Spring,40
6370,1685,2024,6,Business,22,4,6,18,65,130,Rio De Janeiro,65,Oceania,Melanesia,Fiji,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Summer,54
6371,2582,2021,5,Business,326,5,3,10,41,81,Colombo,41,North America,Central America,Guatemala,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Spring,17
6372,733,2022,12,Family,50,5,2,7,31,62,Kuala Lumpur,31,Europe,Northern Europe,Denmark,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Winter,36
6373,183,2024,3,Friends,296,4,4,12,45,90,Surabaya,45,South America,South America,Brazil,88,5,Dar es Salaam Sanctuary,"254 Main Road, Dar es Salaam",Nature & Wildlife Areas,Dar Es Salaam,Spring,51
